catalog	schema	table	column	type	nullable	length	remarks
MFGPROD	PUB	sro_mstr	sro_cmmt	varchar	1	1312	
MFGPROD	PUB	sro_mstr	sro_frt	numeric	1	38	
MFGPROD	PUB	sro_mstr	sro_serv_chg	numeric	1	38	
MFGPROD	PUB	sro_mstr	sro_disc_pct	numeric	1	38	
MFGPROD	PUB	sro_mstr	sro_spec_chg	numeric	1	38	
MFGPROD	PUB	sro_mstr	sro_tax_pct	varchar	1	120	
MFGPROD	PUB	sro_mstr	sro_prepaid	numeric	1	38	
MFGPROD	PUB	sro_mstr	sro_to_inv	bit	1	1	
MFGPROD	PUB	sro_mstr	sro_invoiced	bit	1	1	
MFGPROD	PUB	sro_mstr	sro__qadc05	varchar	1	80	
MFGPROD	PUB	sro_mstr	sro__qadc06	varchar	1	80	
MFGPROD	PUB	sro_mstr	sro_inv_date	date	1	10	
MFGPROD	PUB	sro_mstr	sro_shp_date	date	1	10	
MFGPROD	PUB	sro_mstr	sro_closed	bit	1	1	
MFGPROD	PUB	sro_mstr	sro_due_date	date	1	10	
MFGPROD	PUB	sro_mstr	sro_user1	varchar	1	80	
MFGPROD	PUB	sro_mstr	sro_user2	varchar	1	80	
MFGPROD	PUB	sro_mstr	sro_qty	numeric	1	38	
MFGPROD	PUB	sro_mstr	sro_cmtindx	integer	1	10	
MFGPROD	PUB	sro_mstr	sro__chr01	varchar	1	80	
MFGPROD	PUB	sro_mstr	sro__chr02	varchar	1	80	
MFGPROD	PUB	sro_mstr	sro__chr03	varchar	1	80	
MFGPROD	PUB	sro_mstr	sro__chr04	varchar	1	80	
MFGPROD	PUB	sro_mstr	sro__chr05	varchar	1	80	
MFGPROD	PUB	sro_mstr	sro__dte01	date	1	10	
MFGPROD	PUB	sro_mstr	sro__dte02	date	1	10	
MFGPROD	PUB	sro_mstr	sro__dec01	numeric	1	38	
MFGPROD	PUB	sro_mstr	sro__dec02	numeric	1	38	
MFGPROD	PUB	sro_mstr	sro__log01	bit	1	1	
MFGPROD	PUB	sro_mstr	sro_domain	varchar	0	8	
MFGPROD	PUB	sro_mstr	oid_sro_mstr	numeric	0	38	
MFGPROD	PUB	sroc_ctrl	sroc_sro	integer	1	10	
MFGPROD	PUB	sroc_ctrl	sroc__qad01	integer	1	10	
MFGPROD	PUB	sroc_ctrl	sroc_user1	varchar	1	80	
MFGPROD	PUB	sroc_ctrl	sroc_user2	varchar	1	80	
MFGPROD	PUB	sroc_ctrl	sroc__qadi01	integer	1	10	
MFGPROD	PUB	sroc_ctrl	sroc_sro_pre	varchar	1	30	
MFGPROD	PUB	sroc_ctrl	sroc_domain	varchar	0	8	
MFGPROD	PUB	sroc_ctrl	oid_sroc_ctrl	numeric	0	38	
MFGPROD	PUB	srr_mstr	srr_nbr	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr_probidx	integer	1	10	
MFGPROD	PUB	srr_mstr	srr_residx	integer	1	10	
MFGPROD	PUB	srr_mstr	srr_desc	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr_date	date	1	10	
MFGPROD	PUB	srr_mstr	srr_update	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr_problem	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr_type	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr_started	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr__chr01	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr__chr02	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr__chr03	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr__chr04	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr__chr05	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr__chr06	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr__chr07	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr__chr08	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr__chr09	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr__chr10	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr__dte01	date	1	10	
MFGPROD	PUB	srr_mstr	srr__dte02	date	1	10	
MFGPROD	PUB	srr_mstr	srr__dec01	numeric	1	38	
MFGPROD	PUB	srr_mstr	srr__dec02	numeric	1	38	
MFGPROD	PUB	srr_mstr	srr__log01	bit	1	1	
MFGPROD	PUB	srr_mstr	srr_assign	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr_status	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr_ca_nbr	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr_severity	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr_part	varchar	1	30	
MFGPROD	PUB	srr_mstr	srr_eu_nbr	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr_pri	integer	1	10	
MFGPROD	PUB	srr_mstr	srr_cls_date	date	1	10	
MFGPROD	PUB	srr_mstr	srr_act_hrs	numeric	1	38	
MFGPROD	PUB	srr_mstr	srr_est_hrs	numeric	1	38	
MFGPROD	PUB	srr_mstr	srr_que	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr_tdate	date	1	10	
MFGPROD	PUB	srr_mstr	srr_tfix	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr_user1	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr_user2	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr_eco	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr_note	varchar	1	30	
MFGPROD	PUB	srr_mstr	srr_phone	varchar	1	30	
MFGPROD	PUB	srr_mstr	srr_requestor	varchar	1	30	
MFGPROD	PUB	srr_mstr	srr_resolution	varchar	1	80	
MFGPROD	PUB	srr_mstr	srr_domain	varchar	0	8	
MFGPROD	PUB	srr_mstr	oid_srr_mstr	numeric	0	38	
MFGPROD	PUB	ssd_det	ssd_network	varchar	1	30	
MFGPROD	PUB	ssd_det	ssd_rec_site	varchar	1	80	
MFGPROD	PUB	ssd_det	ssd_src_site	varchar	1	80	
MFGPROD	PUB	ssd_det	ssd_ref	varchar	1	30	
MFGPROD	PUB	ssd_det	ssd_percent	numeric	1	38	
MFGPROD	PUB	ssd_det	ssd_start	date	1	10	
MFGPROD	PUB	ssd_det	ssd_end	date	1	10	
MFGPROD	PUB	ssd_det	ssd_trans	varchar	1	80	
MFGPROD	PUB	ssd_det	ssd_leadtime	integer	1	10	
MFGPROD	PUB	ssd_det	ssd_user1	varchar	1	80	
MFGPROD	PUB	ssd_det	ssd_user2	varchar	1	80	
MFGPROD	PUB	ssd_det	ssd__qadd01	numeric	1	38	
MFGPROD	PUB	ssd_det	ssd__qadc01	varchar	1	80	
MFGPROD	PUB	ssd_det	ssd_domain	varchar	0	8	
MFGPROD	PUB	ssd_det	oid_ssd_det	numeric	0	38	
MFGPROD	PUB	ssm_mstr	ssm_network	varchar	1	30	
MFGPROD	PUB	ssm_mstr	ssm_desc	varchar	1	80	
MFGPROD	PUB	ssm_mstr	ssm_planner	varchar	1	80	
MFGPROD	PUB	ssm_mstr	ssm_user1	varchar	1	80	
MFGPROD	PUB	ssm_mstr	ssm_user2	varchar	1	80	
MFGPROD	PUB	ssm_mstr	ssm__qadc01	varchar	1	80	
MFGPROD	PUB	ssm_mstr	ssm_domain	varchar	0	8	
MFGPROD	PUB	ssm_mstr	oid_ssm_mstr	numeric	0	38	
MFGPROD	PUB	sttq_mstr	sttq_status_code	varchar	0	80	
MFGPROD	PUB	sttq_mstr	sttq_desc	varchar	0	80	
MFGPROD	PUB	sttq_mstr	sttq_measurement_type	integer	0	10	
MFGPROD	PUB	sttq_mstr	sttq__qadc01	varchar	0	80	
MFGPROD	PUB	sttq_mstr	sttq__qadc02	varchar	0	80	
MFGPROD	PUB	sttq_mstr	sttq_mod_userid	varchar	0	80	
MFGPROD	PUB	sttq_mstr	sttq_mod_date	date	0	10	
MFGPROD	PUB	sttq_mstr	sttq_user1	varchar	0	80	
MFGPROD	PUB	sttq_mstr	sttq_user2	varchar	0	80	
MFGPROD	PUB	sttq_mstr	sttq_domain	varchar	0	8	
MFGPROD	PUB	sttq_mstr	oid_sttq_mstr	numeric	0	38	
MFGPROD	PUB	sttqd_det	sttqd_acceptable	bit	0	1	
MFGPROD	PUB	sttqd_det	sttqd_active	bit	0	1	
MFGPROD	PUB	sttqd_det	sttqd_status_code	varchar	0	80	
MFGPROD	PUB	sttqd_det	sttqd_customer_source	varchar	0	30	
MFGPROD	PUB	sttqd_det	sttqd_max_value	numeric	0	38	
MFGPROD	PUB	sttqd_det	sttqd_min_value	numeric	0	38	
MFGPROD	PUB	sttqd_det	sttqd_part	varchar	0	30	
MFGPROD	PUB	sttqd_det	sttqd_receive_addr	varchar	0	80	
MFGPROD	PUB	sttqd_det	sttqd_shipfrom	varchar	0	80	
MFGPROD	PUB	sttqd_det	sttqd_measurement_type	integer	0	10	
MFGPROD	PUB	sttqd_det	sttqd_tracking_measure	varchar	0	80	
MFGPROD	PUB	sttqd_det	sttqd_use_percent	bit	0	1	
MFGPROD	PUB	sttqd_det	sttqd_mod_date	date	0	10	
MFGPROD	PUB	sttqd_det	sttqd_mod_userid	varchar	0	80	
MFGPROD	PUB	sttqd_det	sttqd_user1	varchar	0	80	
MFGPROD	PUB	sttqd_det	sttqd_user2	varchar	0	80	
MFGPROD	PUB	sttqd_det	sttqd__qadc01	varchar	0	80	
MFGPROD	PUB	sttqd_det	sttqd__qadc02	varchar	0	80	
MFGPROD	PUB	sttqd_det	sttqd_domain	varchar	0	8	
MFGPROD	PUB	sttqd_det	oid_sttqd_det	numeric	0	38	
MFGPROD	PUB	stx_mstr	stx_paid	bit	0	1	
MFGPROD	PUB	stx_mstr	stx_key	varchar	0	80	
MFGPROD	PUB	stx_mstr	stx_tax_code	varchar	0	80	
MFGPROD	PUB	stx_mstr	stx_tran_type	varchar	0	80	
MFGPROD	PUB	stx_mstr	stx_use_st	bit	0	1	
MFGPROD	PUB	stx_mstr	stx_mod_userid	varchar	0	80	
MFGPROD	PUB	stx_mstr	stx_mod_date	date	0	10	
MFGPROD	PUB	stx_mstr	stx_user1	varchar	0	80	
MFGPROD	PUB	stx_mstr	stx_user2	varchar	0	80	
MFGPROD	PUB	stx_mstr	stx__qadc01	varchar	0	80	
MFGPROD	PUB	stx_mstr	stx__qadc02	varchar	0	80	
MFGPROD	PUB	stx_mstr	stx_domain	varchar	0	8	
MFGPROD	PUB	stx_mstr	oid_stx_mstr	numeric	0	38	
MFGPROD	PUB	suf_mstr	suf_abs_fld_name	varchar	0	80	
MFGPROD	PUB	suf_mstr	suf_fld_name	varchar	0	80	
MFGPROD	PUB	suf_mstr	suf_fld_value	varchar	0	80	
MFGPROD	PUB	suf_mstr	suf_fld_prompt	bit	0	1	
MFGPROD	PUB	suf_mstr	suf_level	integer	0	10	
MFGPROD	PUB	suf_mstr	suf_validate	varchar	0	80	
MFGPROD	PUB	suf_mstr	suf_fld_seq	integer	0	10	
MFGPROD	PUB	suf_mstr	suf_mod_userid	varchar	0	80	
MFGPROD	PUB	suf_mstr	suf_mod_date	date	1	10	
MFGPROD	PUB	suf_mstr	suf_userc01	varchar	0	80	
MFGPROD	PUB	suf_mstr	suf_userc02	varchar	0	80	
MFGPROD	PUB	suf_mstr	suf__qadc01	varchar	0	80	
MFGPROD	PUB	suf_mstr	suf__qadc02	varchar	0	80	
MFGPROD	PUB	suf_mstr	suf_domain	varchar	0	8	
MFGPROD	PUB	suf_mstr	oid_suf_mstr	numeric	0	38	
MFGPROD	PUB	sufd_det	sufd_shipfrom	varchar	0	80	
MFGPROD	PUB	sufd_det	sufd_shipto	varchar	0	80	
MFGPROD	PUB	sufd_det	sufd_abs_fld_name	varchar	0	80	
MFGPROD	PUB	sufd_det	sufd_fld_name	varchar	0	80	
MFGPROD	PUB	sufd_det	sufd_fld_value	varchar	0	80	
MFGPROD	PUB	sufd_det	sufd_fld_prompt	bit	0	1	
MFGPROD	PUB	sufd_det	sufd_level	integer	0	10	
MFGPROD	PUB	sufd_det	sufd_validate	varchar	0	30	
MFGPROD	PUB	sufd_det	sufd_fld_seq	integer	0	10	
MFGPROD	PUB	sufd_det	sufd_mod_userid	varchar	0	80	
MFGPROD	PUB	sufd_det	sufd_mod_date	date	1	10	
MFGPROD	PUB	sufd_det	sufd_userc01	varchar	0	80	
MFGPROD	PUB	sufd_det	sufd_userc02	varchar	0	80	
MFGPROD	PUB	sufd_det	sufd__qadc01	varchar	0	80	
MFGPROD	PUB	sufd_det	sufd__qadc02	varchar	0	80	
MFGPROD	PUB	sufd_det	sufd_domain	varchar	0	8	
MFGPROD	PUB	sufd_det	oid_sufd_det	numeric	0	38	
MFGPROD	PUB	sv_mstr	sv_code	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv_desc	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv_pr_list	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv_rsp_time	integer	1	10	
MFGPROD	PUB	sv_mstr	sv_rmaonly	bit	1	1	
MFGPROD	PUB	sv_mstr	sv_dflt_pri	integer	1	10	
MFGPROD	PUB	sv_mstr	sv_onsite	bit	1	1	
MFGPROD	PUB	sv_mstr	sv_qo_title	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv_so_title	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv_duration	integer	1	10	
MFGPROD	PUB	sv_mstr	sv_days	varchar	1	56	
MFGPROD	PUB	sv_mstr	sv_holidays	bit	1	1	
MFGPROD	PUB	sv_mstr	sv_svc_type	varchar	1	30	
MFGPROD	PUB	sv_mstr	sv__chr01	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv__chr02	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv__chr03	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv__chr04	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv__chr05	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv_cmtindx	integer	1	10	
MFGPROD	PUB	sv_mstr	sv_st_time	varchar	1	30	
MFGPROD	PUB	sv_mstr	sv_ed_time	varchar	1	30	
MFGPROD	PUB	sv_mstr	sv_shp_b4rtn	bit	1	1	
MFGPROD	PUB	sv_mstr	sv_cr_prlist	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv_rstk_pct	numeric	1	38	
MFGPROD	PUB	sv_mstr	sv_rsp_um	varchar	1	30	
MFGPROD	PUB	sv_mstr	sv_dur_um	varchar	1	30	
MFGPROD	PUB	sv_mstr	sv_blanket	bit	1	1	
MFGPROD	PUB	sv_mstr	sv_rmaprice	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv_type	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv_visits	numeric	1	38	
MFGPROD	PUB	sv_mstr	sv_stime	varchar	1	256	
MFGPROD	PUB	sv_mstr	sv_etime	varchar	1	256	
MFGPROD	PUB	sv_mstr	sv_cstmlist	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv_user1	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv_user2	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv_es_nbr	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv_off_hours_pt	varchar	1	30	
MFGPROD	PUB	sv_mstr	sv_prod_line	varchar	1	30	
MFGPROD	PUB	sv_mstr	sv_calls_allow	numeric	1	20	
MFGPROD	PUB	sv_mstr	sv_labor_dur	integer	1	10	
MFGPROD	PUB	sv_mstr	sv_labor_um	varchar	1	30	
MFGPROD	PUB	sv_mstr	sv_taxable	bit	1	1	
MFGPROD	PUB	sv_mstr	sv_taxc	varchar	1	30	
MFGPROD	PUB	sv_mstr	sv_tax_usage	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv_call_price	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv__qadc01	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv__qadc02	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv__qadc03	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv__qadc04	varchar	1	80	
MFGPROD	PUB	sv_mstr	sv__qadt01	date	1	10	
MFGPROD	PUB	sv_mstr	sv__qadt02	date	1	10	
MFGPROD	PUB	sv_mstr	sv__qadt03	date	1	10	
MFGPROD	PUB	sv_mstr	sv__qadd01	numeric	1	38	
MFGPROD	PUB	sv_mstr	sv__qadd02	numeric	1	38	
MFGPROD	PUB	sv_mstr	sv__qadd03	numeric	1	38	
MFGPROD	PUB	sv_mstr	sv__qadl01	bit	1	1	
MFGPROD	PUB	sv_mstr	sv__qadl02	bit	1	1	
MFGPROD	PUB	sv_mstr	sv__qadl03	bit	1	1	
MFGPROD	PUB	sv_mstr	sv_domain	varchar	0	8	
MFGPROD	PUB	sv_mstr	oid_sv_mstr	numeric	0	38	
MFGPROD	PUB	sv_mstr	sv_mid_etime	varchar	0	256	
MFGPROD	PUB	sv_mstr	sv_mid_stime	varchar	0	256	
MFGPROD	PUB	svc_ctrl	svc_code	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_dflt_pri	integer	1	10	
MFGPROD	PUB	svc_ctrl	svc_prt_0itm	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_dispatch	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_pt_isb	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_eng_lbcd	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_ship_isb	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_dflt_cyc	varchar	1	30	
MFGPROD	PUB	svc_ctrl	svc_hold_call	integer	1	10	
MFGPROD	PUB	svc_ctrl	svc_dflt_tm	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_cmmts	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_dflt_que	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_trvl_um	varchar	1	30	
MFGPROD	PUB	svc_ctrl	svc_site	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_loc	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_um	varchar	1	30	
MFGPROD	PUB	svc_ctrl	svc_auto_ext	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_arears	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_open	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_close	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_per_bill	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_prorate	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_auto_tim	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_sys_type	varchar	1	30	
MFGPROD	PUB	svc_ctrl	svc_que_prog	integer	1	10	
MFGPROD	PUB	svc_ctrl	svc_call_pre	varchar	1	30	
MFGPROD	PUB	svc_ctrl	svc__chr01	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc__chr02	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc__chr03	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc__chr04	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc__chr05	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc__chr06	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc__log01	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc__log02	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc__log03	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc__log04	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc__log05	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc__log06	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc__log07	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc__chr07	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc__chr08	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc__chr09	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc__chr10	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc__log08	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc__log09	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc__log10	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc__dec01	numeric	1	38	
MFGPROD	PUB	svc_ctrl	svc__dec02	numeric	1	38	
MFGPROD	PUB	svc_ctrl	svc__dec03	numeric	1	38	
MFGPROD	PUB	svc_ctrl	svc__dec04	numeric	1	38	
MFGPROD	PUB	svc_ctrl	svc_plst_pct	numeric	1	38	
MFGPROD	PUB	svc_ctrl	svc_inst_cl	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_srstatus	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_sr_pre	varchar	1	30	
MFGPROD	PUB	svc_ctrl	svc_que_paus	integer	1	10	
MFGPROD	PUB	svc_ctrl	svc_serial	varchar	1	50	
MFGPROD	PUB	svc_ctrl	svc_pt_mstr	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_sub_cvr	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_srr_close	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_srr_open	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_isb_nsbom	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_pt_prod	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_ins_days	integer	1	10	
MFGPROD	PUB	svc_ctrl	svc_sap_bom_type	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_node	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_warr_st	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_sa_accounts	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_isb_hist	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_rma_hist	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc__qadl07	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_ca_pvm_type	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_ca_upd_type	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_pvm_cl	bit	0	1	
MFGPROD	PUB	svc_ctrl	svc_ca_ins_type	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_ca_cor_type	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_ca_tec_type	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_ca_time_wnd	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_ca_wo_wnd	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_create_cus	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_bill	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_call_pdev	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_gw_cd	varchar	1	30	
MFGPROD	PUB	svc_ctrl	svc_sv_cd	varchar	1	30	
MFGPROD	PUB	svc_ctrl	svc_tm_cd	varchar	1	30	
MFGPROD	PUB	svc_ctrl	svc_warr_cd	varchar	1	30	
MFGPROD	PUB	svc_ctrl	svc_autorenew	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_user1	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_user2	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_assign_eng	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_avoidance	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc__qadi04	integer	0	10	
MFGPROD	PUB	svc_ctrl	svc_ca_est_time	varchar	1	30	
MFGPROD	PUB	svc_ctrl	svc_ca_est_trv	varchar	0	30	
MFGPROD	PUB	svc_ctrl	svc__qadl04	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_ca_model	bit	0	1	
MFGPROD	PUB	svc_ctrl	svc_ca_sys	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_chg_cd	varchar	1	30	
MFGPROD	PUB	svc_ctrl	svc_chg_svcode	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_cp_causer	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_cp_sauser	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_esc_dflt	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_esc_pause	integer	1	10	
MFGPROD	PUB	svc_ctrl	svc_esc_prt	varchar	1	30	
MFGPROD	PUB	svc_ctrl	svc_esc_sch	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_esc_user	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_fault_code	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_gen_0itm	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_gw_svcode	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_isb_bom	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_isb_compbom	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_isb_repair	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_ivc_hold	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_mand_po	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_sa_account	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_sa_cd	varchar	1	30	
MFGPROD	PUB	svc_ctrl	svc_schedule_ca	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_temp_close	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_temp_cus	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_time_zone	integer	1	10	
MFGPROD	PUB	svc_ctrl	svc_travel_step	integer	1	10	
MFGPROD	PUB	svc_ctrl	svc_warr_svcode	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc__qadl06	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_ack_letter	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_server_timezone	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_comp_status	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_con_fsc_code	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_eg_tax_usage	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_exch_um	varchar	1	30	
MFGPROD	PUB	svc_ctrl	svc_ex_tax_usage	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_fixed_um	varchar	1	30	
MFGPROD	PUB	svc_ctrl	svc_hold_status	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_invoice_sts	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_ca_inv_draft	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_close_record	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_lb_tax_usage	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_pc_list_type	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_pts_fsc_code	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_pt_tax_usage	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_tax_environ	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_trace	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_wait_status	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_scheduler	integer	1	10	
MFGPROD	PUB	svc_ctrl	svc_cancl_status	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_invoice_acct	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_ca_coverage	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_ca_allow_inv	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_ca_print0	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_return_sts	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_scrap_sts	varchar	1	80	
MFGPROD	PUB	svc_ctrl	svc_invoice_cost	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_rc_transfer	bit	1	1	
MFGPROD	PUB	svc_ctrl	svc_dflt_warr	varchar	1	80	
